Employee_ID,Name,Department,Role_Title,Age,Gender,Tenure_Years,Engagement_Score,Workload_Score,Exit_Interview_Feedback,Reason_For_Turnover,Knowledge_Dependency_Level,Key_Project_Participation,Productivity_Impact_Score,Performance_Score,Internal_Mobility_Participation,Learning_Development_Plan,Remote_Work_Status,Flexibility_Satisfaction,Recognition_Received,Predicted_Turnover_Risk,Retention_Action_Taken,Last_Engagement_Check,Voluntary_Turnover,Employee_Category,Tenure_Category,Engagement_Level,Performance_Level,Total_Employees,Is_High_Risk,Is_Turned_Over,Is_Remote,Is_Recognized,Engagement_Percentage,Performance_Percentage,Flexibility_Percentage,Retention_Success
2828,Employee_2828,Marketing,Manager,40,Female,13.1,0.82,0.97,Lack of Growth,Burnout,High,No,1,2.5,No,Yes,No,9,1,Medium,Salary Adjustment,2029-01-01,No,36-45,10-20 yrs,High,Low,1,No,No,No,Yes,82.0,50.0,90,Yes
2829,Employee_2829,It,Analyst,55,Female,10.7,0.93,0.97,Better Opportunity,Burnout,Medium,Yes,8,2.6,Yes,No,Yes,9,8,Medium,Mentorship,2029-01-02,No,46-55,10-20 yrs,High,Average,1,No,No,Yes,Yes,93.0,52.0,90,Yes
2830,Employee_2830,Hr,Intern,46,Non-Binary,7.0,0.26,0.82,Burnout,Better Opportunity,Low,No,8,3.2,Yes,Yes,No,8,8,High,Promotion Offered,2029-01-03,Yes,46-55,5-10 yrs,Low,Average,1,Yes,Yes,No,Yes,26.0,64.0,80,No
2831,Employee_2831,Sales,Intern,52,Male,19.6,0.86,0.51,Cultural Issues,Relocation,High,No,6,3.5,No,No,Yes,7,12,High,Promotion Offered,2029-01-04,No,46-55,10-20 yrs,High,Average,1,Yes,No,Yes,Yes,86.0,70.0,70,Yes
2832,Employee_2832,It,Lead,38,Female,6.7,0.64,0.47,Management Conflict,Compensation,Medium,Yes,9,4.3,No,No,Yes,9,5,High,Mentorship,2029-01-05,No,36-45,5-10 yrs,Medium,High,1,Yes,No,Yes,Yes,64.0,86.0,90,Yes
2833,Employee_2833,Sales,Intern,51,Female,15.0,0.74,0.99,Cultural Issues,Compensation,Low,No,4,3.7,No,Yes,Yes,7,0,Medium,Training,2029-01-06,No,46-55,10-20 yrs,High,High,1,No,No,Yes,No,74.0,74.0,70,Yes
2834,Employee_2834,Sales,Manager,52,Male,10.9,0.59,0.35,Management Conflict,Better Opportunity,Low,Yes,4,3.9,Yes,Yes,No,9,10,Low,Mentorship,2029-01-07,Yes,46-55,10-20 yrs,Medium,High,1,No,Yes,No,Yes,59.0,78.0,90,No
2835,Employee_2835,Hr,Lead,40,Non-Binary,12.4,0.76,0.89,Cultural Issues,Burnout,Medium,No,7,4.1,No,No,No,5,7,Low,Salary Adjustment,2029-01-08,No,36-45,10-20 yrs,High,High,1,No,No,No,Yes,76.0,82.0,50,Yes
2836,Employee_2836,Marketing,Analyst,56,Female,8.2,0.23,0.55,Work-Life Balance,Relocation,Medium,Yes,7,3.4,Yes,Yes,Yes,7,7,High,Mentorship,2029-01-09,Yes,56-65,5-10 yrs,Low,Average,1,Yes,Yes,Yes,Yes,23.0,68.0,70,No
2837,Employee_2837,Finance,Senior Developer,50,Non-Binary,19.3,0.81,0.59,Burnout,Personal Reasons,High,No,4,3.0,Yes,No,No,9,7,Low,Salary Adjustment,2029-01-10,No,46-55,10-20 yrs,High,Average,1,No,No,No,Yes,81.0,60.0,90,Yes
2838,Employee_2838,Operations,Manager,22,Non-Binary,11.6,0.23,0.88,Better Opportunity,Better Opportunity,Low,Yes,5,4.4,Yes,Yes,No,8,12,Medium,Salary Adjustment,2029-01-11,Yes,18-25,10-20 yrs,Low,High,1,No,Yes,No,Yes,23.0,88.0,80,No
2839,Employee_2839,Marketing,Manager,25,Non-Binary,18.8,0.56,0.36,Burnout,Relocation,Low,Yes,5,4.5,Yes,No,No,6,12,Medium,Salary Adjustment,2029-01-12,No,18-25,10-20 yrs,Medium,High,1,No,No,No,Yes,56.0,90.0,60,Yes
2840,Employee_2840,Operations,Lead,49,Male,0.6,0.32,0.55,Lack of Growth,Better Opportunity,Medium,No,5,2.5,Yes,No,No,8,7,Low,Mentorship,2029-01-13,No,46-55,<2 yrs,Low,Low,1,No,No,No,Yes,32.0,50.0,80,Yes
2841,Employee_2841,Hr,Analyst,39,Non-Binary,11.7,0.86,0.97,Management Conflict,Better Opportunity,Low,Yes,4,4.9,Yes,No,No,7,9,Medium,Promotion Offered,2029-01-14,No,36-45,10-20 yrs,High,High,1,No,No,No,Yes,86.0,98.0,70,Yes
2842,Employee_2842,Hr,Executive,47,Non-Binary,14.5,0.45,0.79,Cultural Issues,Personal Reasons,Medium,Yes,8,4.8,Yes,No,No,10,4,Low,Training,2029-01-15,Yes,46-55,10-20 yrs,Medium,High,1,No,Yes,No,Yes,45.0,96.0,100,No
2843,Employee_2843,Hr,Manager,40,Female,15.0,0.56,0.83,Lack of Growth,Relocation,High,No,0,4.6,No,Yes,No,8,1,High,Training,2029-01-16,Yes,36-45,10-20 yrs,Medium,High,1,Yes,Yes,No,Yes,56.0,92.0,80,No
2844,Employee_2844,It,Executive,27,Female,18.1,0.54,0.83,Management Conflict,Burnout,Medium,No,9,3.3,Yes,No,No,8,8,Medium,Mentorship,2029-01-17,No,26-35,10-20 yrs,Medium,Average,1,No,No,No,Yes,54.0,66.0,80,Yes
2845,Employee_2845,Operations,Executive,22,Male,0.6,0.82,0.34,Burnout,Relocation,High,No,2,4.5,Yes,No,Yes,10,11,Medium,Mentorship,2029-01-18,Yes,18-25,<2 yrs,High,High,1,No,Yes,Yes,Yes,82.0,90.0,100,No
2846,Employee_2846,Marketing,Intern,29,Male,0.5,0.58,0.44,Management Conflict,Relocation,Medium,Yes,6,3.9,Yes,Yes,No,6,10,High,Training,2029-01-19,Yes,26-35,<2 yrs,Medium,High,1,Yes,Yes,No,Yes,58.0,78.0,60,No
2847,Employee_2847,Marketing,Analyst,54,Female,9.7,0.83,0.64,Work-Life Balance,Burnout,High,Yes,8,2.6,No,No,Yes,10,5,Low,Training,2029-01-20,Yes,46-55,5-10 yrs,High,Average,1,No,Yes,Yes,Yes,83.0,52.0,100,No
2848,Employee_2848,Sales,Executive,42,Female,1.1,0.26,0.56,Cultural Issues,Personal Reasons,Low,Yes,1,4.3,No,Yes,No,8,2,Medium,Salary Adjustment,2029-01-21,No,36-45,<2 yrs,Low,High,1,No,No,No,Yes,26.0,86.0,80,Yes
2849,Employee_2849,Sales,Analyst,45,Male,19.5,0.35,0.59,Burnout,Relocation,Medium,No,10,3.2,No,No,Yes,9,0,Medium,Mentorship,2029-01-22,Yes,36-45,10-20 yrs,Low,Average,1,No,Yes,Yes,No,35.0,64.0,90,No
2850,Employee_2850,Sales,Intern,46,Non-Binary,4.8,0.64,0.85,Lack of Growth,Burnout,Medium,Yes,3,2.9,Yes,Yes,Yes,5,14,Low,Promotion Offered,2029-01-23,Yes,46-55,2-5 yrs,Medium,Average,1,No,Yes,Yes,Yes,64.0,58.0,50,No
2851,Employee_2851,Hr,Analyst,40,Male,9.7,0.96,0.31,Cultural Issues,Better Opportunity,Medium,Yes,7,4.6,Yes,Yes,Yes,6,11,High,Mentorship,2029-01-24,No,36-45,5-10 yrs,High,High,1,Yes,No,Yes,Yes,96.0,92.0,60,Yes
2852,Employee_2852,Marketing,Manager,50,Non-Binary,1.7,0.26,0.76,Burnout,Better Opportunity,High,Yes,4,4.6,No,No,Yes,7,4,Medium,Mentorship,2029-01-25,Yes,46-55,<2 yrs,Low,High,1,No,Yes,Yes,Yes,26.0,92.0,70,No
2853,Employee_2853,Operations,Executive,31,Female,10.7,0.23,0.3,Cultural Issues,Burnout,Medium,No,10,4.6,Yes,No,No,9,3,High,Training,2029-01-26,Yes,26-35,10-20 yrs,Low,High,1,Yes,Yes,No,Yes,23.0,92.0,90,No
2854,Employee_2854,Hr,Analyst,33,Female,7.9,0.33,0.34,Better Opportunity,Better Opportunity,Medium,No,7,4.6,No,Yes,No,7,12,Low,Salary Adjustment,2029-01-27,Yes,26-35,5-10 yrs,Low,High,1,No,Yes,No,Yes,33.0,92.0,70,No
2855,Employee_2855,It,Senior Developer,54,Female,1.4,0.71,0.59,Management Conflict,Relocation,Low,Yes,10,3.7,No,Yes,No,6,12,Low,Mentorship,2029-01-28,No,46-55,<2 yrs,High,High,1,No,No,No,Yes,71.0,74.0,60,Yes
2856,Employee_2856,Sales,Analyst,28,Non-Binary,7.0,0.52,0.89,Management Conflict,Burnout,Medium,No,1,3.9,Yes,No,Yes,6,12,High,Promotion Offered,2029-01-29,No,26-35,5-10 yrs,Medium,High,1,Yes,No,Yes,Yes,52.0,78.0,60,Yes
2857,Employee_2857,Hr,Executive,38,Male,8.1,0.86,0.4,Better Opportunity,Relocation,Medium,No,7,4.8,No,No,Yes,8,3,Low,Salary Adjustment,2029-01-30,Yes,36-45,5-10 yrs,High,High,1,No,Yes,Yes,Yes,86.0,96.0,80,No
2858,Employee_2858,Hr,Intern,31,Non-Binary,19.8,0.26,0.69,Better Opportunity,Compensation,Medium,Yes,5,2.4,Yes,No,No,10,8,High,Salary Adjustment,2029-01-31,Yes,26-35,10-20 yrs,Low,Low,1,Yes,Yes,No,Yes,26.0,48.0,100,No
2859,Employee_2859,It,Intern,52,Male,4.6,0.36,0.77,Cultural Issues,Personal Reasons,Medium,No,4,4.4,No,No,Yes,6,12,Medium,Promotion Offered,2029-02-01,No,46-55,2-5 yrs,Low,High,1,No,No,Yes,Yes,36.0,88.0,60,Yes
2860,Employee_2860,Finance,Executive,27,Male,11.1,0.44,0.46,Management Conflict,Personal Reasons,Low,No,1,3.6,Yes,Yes,No,7,5,High,Promotion Offered,2029-02-02,No,26-35,10-20 yrs,Medium,High,1,Yes,No,No,Yes,44.0,72.0,70,Yes
2861,Employee_2861,Marketing,Manager,38,Male,19.8,0.7,0.66,Lack of Growth,Personal Reasons,Medium,No,6,4.9,No,Yes,Yes,6,7,High,Promotion Offered,2029-02-03,No,36-45,10-20 yrs,Medium,High,1,Yes,No,Yes,Yes,70.0,98.0,60,Yes
2862,Employee_2862,Operations,Manager,58,Female,15.9,0.75,0.94,Work-Life Balance,Burnout,Medium,Yes,0,3.9,No,Yes,Yes,5,8,High,Mentorship,2029-02-04,No,56-65,10-20 yrs,High,High,1,Yes,No,Yes,Yes,75.0,78.0,50,Yes
2863,Employee_2863,Finance,Intern,39,Male,19.9,0.3,0.66,Burnout,Compensation,Low,No,5,2.5,Yes,Yes,Yes,8,12,Medium,Salary Adjustment,2029-02-05,No,36-45,10-20 yrs,Low,Low,1,No,No,Yes,Yes,30.0,50.0,80,Yes
2864,Employee_2864,Sales,Intern,47,Female,19.4,0.96,0.41,Better Opportunity,Personal Reasons,High,No,2,4.4,No,No,Yes,6,0,Low,Salary Adjustment,2029-02-06,Yes,46-55,10-20 yrs,High,High,1,No,Yes,Yes,No,96.0,88.0,60,No
2865,Employee_2865,Hr,Executive,37,Male,10.0,0.47,0.74,Lack of Growth,Relocation,High,Yes,5,4.0,No,Yes,Yes,5,6,Medium,Mentorship,2029-02-07,No,36-45,5-10 yrs,Medium,High,1,No,No,Yes,Yes,47.0,80.0,50,Yes
2866,Employee_2866,It,Manager,29,Male,14.1,0.77,0.71,Lack of Growth,Personal Reasons,Low,Yes,0,2.4,No,No,No,7,6,High,Mentorship,2029-02-08,Yes,26-35,10-20 yrs,High,Low,1,Yes,Yes,No,Yes,77.0,48.0,70,No
2867,Employee_2867,It,Intern,45,Female,2.7,0.62,0.32,Cultural Issues,Compensation,Low,Yes,0,2.0,Yes,No,Yes,7,13,Medium,Mentorship,2029-02-09,Yes,36-45,2-5 yrs,Medium,Low,1,No,Yes,Yes,Yes,62.0,40.0,70,No
2868,Employee_2868,Marketing,Manager,34,Female,9.1,0.38,0.36,Better Opportunity,Relocation,High,Yes,1,3.6,No,No,Yes,5,14,Low,Mentorship,2029-02-10,No,26-35,5-10 yrs,Low,High,1,No,No,Yes,Yes,38.0,72.0,50,Yes
2869,Employee_2869,Finance,Intern,50,Non-Binary,16.3,0.88,0.41,Lack of Growth,Relocation,Medium,Yes,9,2.7,Yes,No,Yes,5,13,Medium,Mentorship,2029-02-11,Yes,46-55,10-20 yrs,High,Average,1,No,Yes,Yes,Yes,88.0,54.0,50,No
2870,Employee_2870,Marketing,Analyst,53,Male,10.4,0.85,0.4,Work-Life Balance,Burnout,High,No,6,4.6,No,No,No,10,8,High,Promotion Offered,2029-02-12,No,46-55,10-20 yrs,High,High,1,Yes,No,No,Yes,85.0,92.0,100,Yes
2871,Employee_2871,Hr,Senior Developer,45,Female,14.2,0.52,0.48,Lack of Growth,Burnout,Medium,Yes,3,2.8,No,Yes,No,6,0,Medium,Mentorship,2029-02-13,No,36-45,10-20 yrs,Medium,Average,1,No,No,No,No,52.0,56.0,60,Yes
2872,Employee_2872,Marketing,Lead,37,Non-Binary,15.0,0.67,0.62,Work-Life Balance,Better Opportunity,Low,No,3,4.0,No,Yes,No,8,1,Medium,Salary Adjustment,2029-02-14,No,36-45,10-20 yrs,Medium,High,1,No,No,No,Yes,67.0,80.0,80,Yes
2873,Employee_2873,Operations,Analyst,32,Non-Binary,5.4,0.41,0.56,Work-Life Balance,Compensation,Low,Yes,3,3.0,Yes,Yes,Yes,8,13,High,Salary Adjustment,2029-02-15,Yes,26-35,5-10 yrs,Medium,Average,1,Yes,Yes,Yes,Yes,41.0,60.0,80,No
2874,Employee_2874,It,Lead,53,Female,17.6,0.75,0.92,Work-Life Balance,Relocation,Low,No,4,3.1,No,No,No,9,5,High,Training,2029-02-16,Yes,46-55,10-20 yrs,High,Average,1,Yes,Yes,No,Yes,75.0,62.0,90,No
2875,Employee_2875,It,Intern,27,Male,9.5,0.45,0.73,Better Opportunity,Compensation,High,Yes,1,2.5,Yes,Yes,Yes,5,3,Low,Training,2029-02-17,No,26-35,5-10 yrs,Medium,Low,1,No,No,Yes,Yes,45.0,50.0,50,Yes
2876,Employee_2876,Sales,Senior Developer,56,Non-Binary,4.6,0.88,0.91,Work-Life Balance,Personal Reasons,Low,No,10,3.5,No,No,Yes,7,4,Medium,Mentorship,2029-02-18,Yes,56-65,2-5 yrs,High,Average,1,No,Yes,Yes,Yes,88.0,70.0,70,No
2877,Employee_2877,Sales,Senior Developer,54,Male,17.4,0.37,0.67,Better Opportunity,Personal Reasons,High,Yes,6,3.7,Yes,Yes,Yes,9,14,Low,Training,2029-02-19,Yes,46-55,10-20 yrs,Low,High,1,No,Yes,Yes,Yes,37.0,74.0,90,No
2878,Employee_2878,Hr,Intern,39,Male,8.6,0.21,0.36,Lack of Growth,Better Opportunity,Medium,No,2,3.7,No,Yes,Yes,5,4,High,Mentorship,2029-02-20,Yes,36-45,5-10 yrs,Low,High,1,Yes,Yes,Yes,Yes,21.0,74.0,50,No
2879,Employee_2879,Operations,Intern,58,Non-Binary,15.1,0.41,0.62,Work-Life Balance,Relocation,Medium,No,10,4.6,No,No,No,5,9,High,Promotion Offered,2029-02-21,Yes,56-65,10-20 yrs,Medium,High,1,Yes,Yes,No,Yes,41.0,92.0,50,No
2880,Employee_2880,Finance,Manager,34,Female,11.2,0.35,0.88,Management Conflict,Relocation,Medium,Yes,2,4.0,No,No,Yes,9,0,Low,Promotion Offered,2029-02-22,No,26-35,10-20 yrs,Low,High,1,No,No,Yes,No,35.0,80.0,90,Yes
2881,Employee_2881,Marketing,Intern,31,Male,7.9,0.61,0.44,Lack of Growth,Better Opportunity,Low,No,10,4.2,No,Yes,Yes,8,0,Low,Training,2029-02-23,No,26-35,5-10 yrs,Medium,High,1,No,No,Yes,No,61.0,84.0,80,Yes
2882,Employee_2882,Hr,Executive,58,Female,16.3,0.36,0.36,Burnout,Personal Reasons,Medium,No,1,3.0,Yes,No,No,5,12,Medium,Mentorship,2029-02-24,No,56-65,10-20 yrs,Low,Average,1,No,No,No,Yes,36.0,60.0,50,Yes
2883,Employee_2883,Sales,Intern,47,Non-Binary,11.9,0.81,0.53,Management Conflict,Relocation,Low,Yes,5,3.3,No,No,Yes,10,6,Low,Training,2029-02-25,No,46-55,10-20 yrs,High,Average,1,No,No,Yes,Yes,81.0,66.0,100,Yes
2884,Employee_2884,Marketing,Executive,38,Male,8.1,0.39,0.57,Management Conflict,Compensation,High,No,3,2.1,Yes,No,Yes,9,2,Medium,Salary Adjustment,2029-02-26,Yes,36-45,5-10 yrs,Low,Low,1,No,Yes,Yes,Yes,39.0,42.0,90,No
2885,Employee_2885,Sales,Intern,22,Female,2.6,0.77,0.51,Cultural Issues,Relocation,Low,No,3,2.2,Yes,Yes,Yes,6,4,High,Mentorship,2029-02-27,No,18-25,2-5 yrs,High,Low,1,Yes,No,Yes,Yes,77.0,44.0,60,Yes
2886,Employee_2886,Marketing,Manager,46,Female,18.0,0.66,0.39,Better Opportunity,Personal Reasons,Medium,Yes,7,3.2,Yes,Yes,Yes,6,7,High,Mentorship,2029-02-28,Yes,46-55,10-20 yrs,Medium,Average,1,Yes,Yes,Yes,Yes,66.0,64.0,60,No
2887,Employee_2887,Finance,Executive,55,Male,1.2,0.99,0.48,Cultural Issues,Relocation,Low,No,1,2.6,No,Yes,No,7,4,Medium,Salary Adjustment,2029-03-01,Yes,46-55,<2 yrs,High,Average,1,No,Yes,No,Yes,99.0,52.0,70,No
2888,Employee_2888,Hr,Analyst,31,Female,17.3,1.0,0.78,Better Opportunity,Relocation,Low,Yes,6,4.4,Yes,No,Yes,8,9,Medium,Mentorship,2029-03-02,Yes,26-35,10-20 yrs,High,High,1,No,Yes,Yes,Yes,100.0,88.0,80,No
2889,Employee_2889,Marketing,Executive,41,Female,7.5,0.9,0.57,Cultural Issues,Burnout,High,No,1,4.0,Yes,No,Yes,9,8,High,Training,2029-03-03,No,36-45,5-10 yrs,High,High,1,Yes,No,Yes,Yes,90.0,80.0,90,Yes
2890,Employee_2890,Operations,Manager,28,Non-Binary,13.0,0.81,0.74,Lack of Growth,Relocation,Low,No,5,4.9,Yes,No,No,8,3,Medium,Training,2029-03-04,Yes,26-35,10-20 yrs,High,High,1,No,Yes,No,Yes,81.0,98.0,80,No
2891,Employee_2891,It,Lead,37,Non-Binary,18.5,0.51,0.68,Management Conflict,Better Opportunity,Medium,No,4,4.7,Yes,No,Yes,8,14,Low,Training,2029-03-05,No,36-45,10-20 yrs,Medium,High,1,No,No,Yes,Yes,51.0,94.0,80,Yes
2892,Employee_2892,Operations,Executive,58,Female,3.5,0.8,0.68,Lack of Growth,Better Opportunity,Low,No,7,4.9,Yes,No,No,9,6,Medium,Mentorship,2029-03-06,No,56-65,2-5 yrs,High,High,1,No,No,No,Yes,80.0,98.0,90,Yes
2893,Employee_2893,Operations,Intern,50,Female,11.6,0.97,0.47,Better Opportunity,Compensation,Low,Yes,5,3.1,No,Yes,Yes,5,12,High,Training,2029-03-07,Yes,46-55,10-20 yrs,High,Average,1,Yes,Yes,Yes,Yes,97.0,62.0,50,No
2894,Employee_2894,It,Intern,33,Male,15.4,0.22,0.67,Management Conflict,Relocation,Medium,Yes,6,3.5,No,Yes,Yes,6,14,Medium,Mentorship,2029-03-08,Yes,26-35,10-20 yrs,Low,Average,1,No,Yes,Yes,Yes,22.0,70.0,60,No
2895,Employee_2895,Operations,Lead,38,Non-Binary,15.3,0.63,0.32,Management Conflict,Compensation,Low,No,5,3.1,No,Yes,No,7,7,Low,Mentorship,2029-03-09,Yes,36-45,10-20 yrs,Medium,Average,1,No,Yes,No,Yes,63.0,62.0,70,No
2896,Employee_2896,Marketing,Manager,41,Male,10.7,0.37,0.6,Better Opportunity,Personal Reasons,High,No,7,4.9,No,No,No,5,6,Medium,Training,2029-03-10,No,36-45,10-20 yrs,Low,High,1,No,No,No,Yes,37.0,98.0,50,Yes
2897,Employee_2897,Marketing,Senior Developer,47,Female,12.7,0.65,0.7,Lack of Growth,Personal Reasons,Medium,Yes,1,3.2,No,Yes,No,8,14,Medium,Promotion Offered,2029-03-11,Yes,46-55,10-20 yrs,Medium,Average,1,No,Yes,No,Yes,65.0,64.0,80,No
2898,Employee_2898,Marketing,Intern,40,Male,15.3,0.57,0.43,Management Conflict,Burnout,Medium,Yes,6,2.4,Yes,Yes,No,8,12,Medium,Promotion Offered,2029-03-12,Yes,36-45,10-20 yrs,Medium,Low,1,No,Yes,No,Yes,57.0,48.0,80,No
2899,Employee_2899,It,Analyst,33,Female,16.9,0.66,0.48,Burnout,Burnout,Low,Yes,4,2.8,No,Yes,No,9,3,High,Salary Adjustment,2029-03-13,Yes,26-35,10-20 yrs,Medium,Average,1,Yes,Yes,No,Yes,66.0,56.0,90,No
2900,Employee_2900,Operations,Manager,42,Non-Binary,15.4,0.64,0.45,Lack of Growth,Relocation,High,No,8,3.3,No,No,Yes,6,7,Medium,Mentorship,2029-03-14,No,36-45,10-20 yrs,Medium,Average,1,No,No,Yes,Yes,64.0,66.0,60,Yes
2901,Employee_2901,It,Executive,55,Non-Binary,7.4,0.97,0.35,Lack of Growth,Relocation,High,No,10,3.8,Yes,No,Yes,6,9,Low,Training,2029-03-15,No,46-55,5-10 yrs,High,High,1,No,No,Yes,Yes,97.0,76.0,60,Yes
2902,Employee_2902,Marketing,Executive,28,Female,19.9,0.64,0.54,Lack of Growth,Compensation,Medium,No,8,3.9,No,Yes,Yes,7,10,High,Training,2029-03-16,Yes,26-35,10-20 yrs,Medium,High,1,Yes,Yes,Yes,Yes,64.0,78.0,70,No
2903,Employee_2903,Operations,Analyst,56,Non-Binary,9.0,0.88,0.99,Management Conflict,Compensation,Medium,Yes,7,4.3,No,Yes,No,5,9,Medium,Training,2029-03-17,No,56-65,5-10 yrs,High,High,1,No,No,No,Yes,88.0,86.0,50,Yes
2904,Employee_2904,Operations,Intern,36,Female,1.0,0.46,0.55,Work-Life Balance,Relocation,Low,No,7,3.9,Yes,Yes,Yes,10,12,High,Promotion Offered,2029-03-18,No,36-45,<2 yrs,Medium,High,1,Yes,No,Yes,Yes,46.0,78.0,100,Yes
2905,Employee_2905,Sales,Manager,22,Male,7.6,0.55,0.62,Cultural Issues,Relocation,Medium,Yes,3,3.5,No,Yes,Yes,7,9,Medium,Mentorship,2029-03-19,Yes,18-25,5-10 yrs,Medium,Average,1,No,Yes,Yes,Yes,55.0,70.0,70,No
2906,Employee_2906,Sales,Analyst,47,Female,3.0,0.58,0.76,Better Opportunity,Burnout,High,Yes,7,2.1,No,No,No,8,13,High,Mentorship,2029-03-20,Yes,46-55,2-5 yrs,Medium,Low,1,Yes,Yes,No,Yes,58.0,42.0,80,No
2907,Employee_2907,Finance,Intern,56,Male,2.9,0.42,0.75,Lack of Growth,Burnout,Low,No,1,4.1,No,Yes,Yes,10,3,Medium,Salary Adjustment,2029-03-21,Yes,56-65,2-5 yrs,Medium,High,1,No,Yes,Yes,Yes,42.0,82.0,100,No
2908,Employee_2908,Hr,Manager,46,Female,6.0,0.5,0.96,Management Conflict,Burnout,Low,Yes,10,2.3,No,No,Yes,8,9,Low,Salary Adjustment,2029-03-22,Yes,46-55,5-10 yrs,Medium,Low,1,No,Yes,Yes,Yes,50.0,46.0,80,No
2909,Employee_2909,Sales,Executive,36,Non-Binary,1.5,0.68,0.9,Better Opportunity,Relocation,High,No,4,3.4,Yes,Yes,Yes,6,12,High,Salary Adjustment,2029-03-23,No,36-45,<2 yrs,Medium,Average,1,Yes,No,Yes,Yes,68.0,68.0,60,Yes
2910,Employee_2910,It,Manager,43,Female,13.9,0.66,0.86,Work-Life Balance,Compensation,High,Yes,3,4.7,No,No,No,8,11,Medium,Mentorship,2029-03-24,No,36-45,10-20 yrs,Medium,High,1,No,No,No,Yes,66.0,94.0,80,Yes
2911,Employee_2911,Sales,Lead,27,Female,1.9,0.71,0.97,Burnout,Better Opportunity,Medium,No,4,3.8,No,No,No,5,7,Medium,Mentorship,2029-03-25,No,26-35,<2 yrs,High,High,1,No,No,No,Yes,71.0,76.0,50,Yes
2912,Employee_2912,Finance,Senior Developer,36,Female,4.5,0.48,0.46,Work-Life Balance,Better Opportunity,High,No,4,2.6,No,No,Yes,5,7,Medium,Salary Adjustment,2029-03-26,No,36-45,2-5 yrs,Medium,Average,1,No,No,Yes,Yes,48.0,52.0,50,Yes
2913,Employee_2913,Operations,Manager,45,Non-Binary,2.3,0.45,0.73,Management Conflict,Compensation,Low,Yes,4,4.4,Yes,Yes,No,7,3,High,Salary Adjustment,2029-03-27,Yes,36-45,2-5 yrs,Medium,High,1,Yes,Yes,No,Yes,45.0,88.0,70,No
2914,Employee_2914,Finance,Senior Developer,42,Female,1.7,0.69,0.92,Lack of Growth,Compensation,Low,Yes,6,2.9,No,No,Yes,10,4,High,Training,2029-03-28,No,36-45,<2 yrs,Medium,Average,1,Yes,No,Yes,Yes,69.0,58.0,100,Yes
2915,Employee_2915,Operations,Manager,28,Non-Binary,5.7,0.31,0.74,Work-Life Balance,Compensation,High,No,0,3.7,No,No,No,5,4,Medium,Mentorship,2029-03-29,No,26-35,5-10 yrs,Low,High,1,No,No,No,Yes,31.0,74.0,50,Yes
2916,Employee_2916,Operations,Senior Developer,50,Female,11.7,0.4,0.98,Work-Life Balance,Burnout,Medium,No,1,3.9,No,Yes,No,8,4,Medium,Promotion Offered,2029-03-30,No,46-55,10-20 yrs,Low,High,1,No,No,No,Yes,40.0,78.0,80,Yes
2917,Employee_2917,Hr,Lead,53,Male,19.3,0.23,0.37,Work-Life Balance,Personal Reasons,Low,Yes,6,4.2,No,Yes,Yes,9,2,Medium,Mentorship,2029-03-31,No,46-55,10-20 yrs,Low,High,1,No,No,Yes,Yes,23.0,84.0,90,Yes
2918,Employee_2918,Sales,Executive,53,Female,17.6,0.26,0.61,Burnout,Relocation,Medium,No,0,2.2,Yes,No,Yes,10,12,High,Mentorship,2029-04-01,Yes,46-55,10-20 yrs,Low,Low,1,Yes,Yes,Yes,Yes,26.0,44.0,100,No
2919,Employee_2919,It,Intern,26,Male,17.6,0.39,0.98,Management Conflict,Burnout,High,No,8,4.6,Yes,No,No,6,1,Low,Salary Adjustment,2029-04-02,Yes,26-35,10-20 yrs,Low,High,1,No,Yes,No,Yes,39.0,92.0,60,No
2920,Employee_2920,It,Senior Developer,25,Non-Binary,3.9,0.22,0.57,Better Opportunity,Better Opportunity,Medium,Yes,2,2.3,Yes,Yes,No,6,13,Low,Salary Adjustment,2029-04-03,Yes,18-25,2-5 yrs,Low,Low,1,No,Yes,No,Yes,22.0,46.0,60,No
2921,Employee_2921,Marketing,Lead,43,Non-Binary,5.7,0.4,0.82,Cultural Issues,Relocation,Low,Yes,10,2.3,Yes,Yes,Yes,6,0,Medium,Salary Adjustment,2029-04-04,Yes,36-45,5-10 yrs,Low,Low,1,No,Yes,Yes,No,40.0,46.0,60,No
2922,Employee_2922,Operations,Senior Developer,39,Female,2.0,0.72,0.32,Management Conflict,Compensation,High,Yes,5,3.4,Yes,No,Yes,9,10,High,Salary Adjustment,2029-04-05,No,36-45,<2 yrs,High,Average,1,Yes,No,Yes,Yes,72.0,68.0,90,Yes
2923,Employee_2923,It,Executive,56,Non-Binary,15.7,0.25,0.79,Lack of Growth,Better Opportunity,Low,No,3,3.1,Yes,Yes,Yes,8,2,Medium,Training,2029-04-06,Yes,56-65,10-20 yrs,Low,Average,1,No,Yes,Yes,Yes,25.0,62.0,80,No
2924,Employee_2924,Hr,Senior Developer,38,Female,1.9,0.55,0.95,Management Conflict,Compensation,Low,No,2,2.2,No,Yes,No,5,8,Medium,Mentorship,2029-04-07,No,36-45,<2 yrs,Medium,Low,1,No,No,No,Yes,55.0,44.0,50,Yes
